client_id,full_name,age,birth_date,phone,email,responsible_manager,source,created_date,total_enrollments,total_attendances,first_attendance_date,last_attendance_date,attendance_days_span,lifetime_from_creation_to_last_attendance,student_status,branch,parent_info,subscribed_to_newsletter,vk,no_auto_notifications,diligence,base_attendance,risk,risk_score,avg_score,score_trend,academic_risk
594,Ученик_594,15,12.08.2010,79422052175,student594@example.com,Юлиана,Соцсети,01.03.2025,4,3,05.03.2025,18.04.2025,44,48,Бывший клиент,Северный,Елена,Да,vk.com/id123,Нет,0.3,0.776,1,0.484,4.1,-0.00025,0
595,Ученик_595,12,24.03.2014,79268523822,student595@example.com,Дмитрий,Реклама,13.06.2025,8,5,17.06.2025,19.07.2025,32,36,Бывший клиент,Северный,Елена,Да,,Нет,0.307,0.696,1,0.902,2.62,-0.00364,0
596,Ученик_596,10,06.04.2015,79091597206,student596@example.com,Юлиана,Реклама,20.08.2024,8,5,23.08.2024,14.11.2024,83,86,Клиент,Южный,,Нет,,Нет,0.68,0.758,0,0.292,3.92,0.01233,0
597,Ученик_597,16,19.07.2009,79824913247,student597@example.com,Анна,Друг,17.08.2025,4,2,21.08.2025,31.10.2025,71,75,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.626,0.793,0,0.196,3.37,-0.01299,1
598,Ученик_598,11,20.06.2014,79330779274,student598@example.com,Анна,Реклама,17.08.2024,9,8,23.08.2024,15.10.2024,53,59,Клиент,Северный,Елена,Да,vk.com/id123,Да,0.345,0.931,0,0.282,3.09,0.00259,0
599,Ученик_599,10,20.08.2015,79668469061,student599@example.com,Анна,Сайт,09.09.2025,4,4,22.09.2025,12.12.2025,81,94,Клиент,Северный,,Да,vk.com/id123,Нет,0.61,0.879,0,0.197,3.88,0.00212,0
600,Ученик_600,10,25.07.2015,79232866519,student600@example.com,Юлиана,Соцсети,22.02.2026,5,5,23.02.2026,02.05.2026,68,69,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.953,0.917,0,0.0,2.5,-0.02602,1
601,Ученик_601,16,17.08.2009,79665468716,student601@example.com,Дмитрий,Соцсети,20.03.2025,5,3,23.03.2025,07.06.2025,76,79,Клиент,Южный,,Да,vk.com/id123,Да,0.394,0.772,0,0.308,2.6,0.00449,0
602,Ученик_602,12,20.12.2013,79156094585,student602@example.com,Анна,Давно знаю,11.01.2026,11,10,12.01.2026,20.03.2026,67,68,Клиент,Основной,,Нет,vk.com/id123,Нет,0.518,0.777,0,0.328,3.6,-0.01308,0
603,Ученик_603,12,01.06.2013,79191392758,student603@example.com,Ольга,Сайт,08.05.2025,9,9,22.05.2025,24.06.2025,33,47,Клиент,Основной,Елена,Да,vk.com/id123,Да,0.3,0.769,0,0.319,2.56,0.00083,0
604,Ученик_604,17,29.05.2008,79099993584,student604@example.com,Анна,Друг,05.03.2025,8,8,16.03.2025,26.04.2025,41,52,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.922,0.951,0,0.0,4.05,-0.00714,0
605,Ученик_605,14,24.09.2011,79144467442,student605@example.com,Дмитрий,Давно знаю,18.02.2026,7,7,19.02.2026,06.04.2026,46,47,Клиент,Основной,Елена,Да,,Да,0.99,0.912,0,0.0,4.76,-0.00478,0
606,Ученик_606,13,16.11.2012,79613500721,student606@example.com,Дмитрий,Сайт,18.02.2026,8,8,04.03.2026,03.04.2026,30,44,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.499,0.874,0,0.225,3.2,0.00519,0
607,Ученик_607,10,09.07.2015,79653741918,student607@example.com,Дмитрий,Давно знаю,19.06.2024,10,9,26.06.2024,09.08.2024,44,51,Клиент,Северный,Елена,Нет,,Нет,0.7,0.95,0,0.125,4.56,-0.00709,0
608,Ученик_608,13,15.06.2012,79528822629,student608@example.com,Ольга,Друг,17.04.2025,8,6,21.04.2025,21.06.2025,61,65,Клиент,Основной,Елена,Нет,,Нет,0.488,0.741,0,0.295,1.33,-0.01369,1
609,Ученик_609,10,07.12.2015,79791850638,student609@example.com,Анна,Сайт,22.08.2025,9,9,03.09.2025,21.10.2025,48,60,Клиент,Основной,,Да,,Нет,0.364,0.75,0,0.289,3.13,0.04505,0
610,Ученик_610,15,06.09.2010,79740900181,student610@example.com,Юлиана,Соцсети,06.08.2025,9,9,12.08.2025,19.10.2025,68,74,Клиент,Северный,Елена,Да,vk.com/id123,Нет,0.7,0.847,0,0.213,3.94,-0.00619,0
611,Ученик_611,12,02.03.2014,79122231288,student611@example.com,Ольга,Сайт,27.09.2025,7,7,02.10.2025,25.12.2025,84,89,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.987,0.891,0,0.0,2.65,0.03,0
612,Ученик_612,10,15.09.2015,79990290356,student612@example.com,Юлиана,Друг,16.02.2025,7,5,28.02.2025,21.04.2025,52,64,Бывший клиент,Южный,Елена,Да,,Да,0.07,0.708,1,0.823,2.37,0.00056,1
613,Ученик_613,12,06.08.2013,79496573456,student613@example.com,Анна,Давно знаю,07.08.2024,8,6,09.08.2024,20.10.2024,72,74,Клиент,Северный,Елена,Нет,,Нет,0.655,0.808,0,0.254,3.32,0.00486,0
614,Ученик_614,15,09.03.2011,79223620127,student614@example.com,Ольга,Друг,18.03.2025,5,4,22.03.2025,24.05.2025,63,67,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.872,0.89,0,0.0,4.5,0.00962,0
615,Ученик_615,10,06.10.2015,79672710898,student615@example.com,Анна,Давно знаю,23.12.2024,5,3,26.12.2024,26.02.2025,62,65,Бывший клиент,Южный,,Да,,Да,0.306,0.85,1,0.673,2.5,-0.00952,0
616,Ученик_616,13,17.06.2012,79762184916,student616@example.com,Дмитрий,Друг,07.02.2025,11,5,11.02.2025,21.03.2025,38,42,Бывший клиент,Основной,,Да,,Да,0.5,0.409,1,1.0,3.66,-0.00596,0
617,Ученик_617,15,21.02.2011,79563822282,student617@example.com,Анна,Соцсети,07.04.2024,9,8,18.04.2024,23.05.2024,35,46,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.858,0.914,0,0.0,2.9,-0.01223,1
618,Ученик_618,11,26.09.2014,79857946858,student618@example.com,Анна,Давно знаю,13.03.2025,7,7,23.03.2025,20.05.2025,58,68,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.7,0.894,0,0.267,3.0,-0.01881,1
619,Ученик_619,10,17.01.2016,79153861882,student619@example.com,Ольга,Реклама,26.12.2024,5,4,01.01.2025,25.02.2025,55,61,Бывший клиент,Основной,Елена,Нет,,Нет,0.05,0.596,1,1.0,2.16,-0.00643,1
620,Ученик_620,11,15.07.2014,79766305263,student620@example.com,Анна,Реклама,06.06.2025,11,6,14.06.2025,20.08.2025,67,75,Клиент,Южный,Елена,Нет,,Нет,0.5,0.76,0,0.311,2.9,0.0,0
621,Ученик_621,11,28.10.2014,79024137992,student621@example.com,Юлиана,Давно знаю,21.05.2025,10,10,25.05.2025,20.08.2025,87,91,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.7,0.823,0,0.139,2.76,-0.02296,1
622,Ученик_622,13,13.05.2012,79571526798,student622@example.com,Ольга,Реклама,19.02.2026,6,5,02.03.2026,30.05.2026,89,100,Клиент,Северный,,Нет,,Нет,0.482,0.851,0,0.291,2.6,-0.01829,1
623,Ученик_623,11,27.04.2014,79016381768,student623@example.com,Ольга,Давно знаю,09.04.2025,6,4,20.04.2025,19.06.2025,60,71,Клиент,Южный,,Нет,vk.com/id123,Нет,0.457,0.863,0,0.255,2.83,-0.03584,1
624,Ученик_624,15,13.02.2011,79756294020,student624@example.com,Ольга,Реклама,20.09.2025,8,8,26.09.2025,24.11.2025,59,65,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.359,0.933,0,0.282,3.15,-0.00769,0
625,Ученик_625,14,09.01.2012,79054466824,student625@example.com,Ольга,Давно знаю,20.12.2025,3,3,31.12.2025,15.02.2026,46,57,Клиент,Основной,Елена,Нет,,Нет,0.506,0.842,0,0.245,3.0,0.00081,0
626,Ученик_626,10,25.04.2015,79192181526,student626@example.com,Юлиана,Давно знаю,28.12.2024,9,7,07.01.2025,10.02.2025,34,44,Клиент,Южный,Елена,Да,,Да,0.3,0.789,0,0.368,1.9,-0.01842,1
627,Ученик_627,13,06.06.2012,79609659120,student627@example.com,Ольга,Соцсети,27.09.2025,6,4,06.10.2025,23.12.2025,78,87,Клиент,Основной,Елена,Да,vk.com/id123,Да,0.467,0.83,0,0.331,4.14,-0.00455,0
628,Ученик_628,10,13.04.2015,79248779766,student628@example.com,Юлиана,Соцсети,25.12.2024,10,8,27.12.2024,03.02.2025,38,40,Клиент,Основной,Елена,Нет,,Нет,0.586,0.781,0,0.343,1.0,-0.0,1
629,Ученик_629,15,26.05.2010,79486708987,student629@example.com,Ольга,Сайт,07.09.2025,7,6,12.09.2025,26.11.2025,75,80,Клиент,Северный,Елена,Нет,,Нет,0.661,0.787,0,0.0,2.54,-0.01896,1
630,Ученик_630,13,05.08.2012,79649012758,student630@example.com,Ольга,Давно знаю,12.08.2025,11,10,13.08.2025,06.10.2025,54,55,Клиент,Южный,Елена,Да,,Да,0.7,0.754,0,0.196,2.96,-0.02191,1
631,Ученик_631,16,13.02.2010,79430373413,student631@example.com,Юлиана,Соцсети,10.07.2025,11,11,13.07.2025,03.10.2025,82,85,Клиент,Южный,Елена,Да,,Да,0.3,0.906,0,0.382,1.73,-0.02019,1
632,Ученик_632,10,23.05.2015,79365839040,student632@example.com,Анна,Реклама,03.11.2024,5,3,09.11.2024,30.01.2025,82,88,Бывший клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.05,0.654,1,0.917,2.26,-0.00165,1
633,Ученик_633,12,07.06.2013,79185849093,student633@example.com,Дмитрий,Соцсети,08.10.2025,5,5,18.10.2025,03.12.2025,46,56,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.529,0.95,0,0.195,3.32,-0.01245,1
634,Ученик_634,12,06.04.2013,79596020884,student634@example.com,Дмитрий,Друг,28.11.2024,5,3,09.12.2024,23.01.2025,45,56,Клиент,Основной,,Нет,,Нет,0.425,0.83,0,0.175,4.1,0.00315,0
635,Ученик_635,10,05.01.2016,79530745374,student635@example.com,Дмитрий,Сайт,17.11.2024,9,9,20.11.2024,18.01.2025,59,62,Клиент,Южный,,Да,,Да,0.981,0.89,0,0.0,4.74,-0.00429,0
636,Ученик_636,14,19.02.2012,79486377578,student636@example.com,Анна,Реклама,13.08.2025,8,7,14.08.2025,26.09.2025,43,44,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.7,0.948,0,0.219,3.94,0.00579,0
637,Ученик_637,10,25.05.2015,79612329631,student637@example.com,Дмитрий,Друг,19.08.2024,8,6,20.08.2024,19.10.2024,60,61,Клиент,Южный,,Нет,,Нет,0.3,0.915,0,0.31,2.05,-0.00128,1
638,Ученик_638,17,27.08.2008,79915370464,student638@example.com,Юлиана,Сайт,31.07.2025,8,8,07.08.2025,01.11.2025,86,93,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.7,0.738,0,0.201,3.55,-0.01081,0
639,Ученик_639,10,28.06.2015,79924757829,student639@example.com,Юлиана,Давно знаю,08.05.2025,8,6,18.05.2025,26.07.2025,69,79,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.661,0.782,0,0.226,1.17,-0.00544,1
640,Ученик_640,17,07.12.2008,79409702344,student640@example.com,Дмитрий,Соцсети,22.06.2024,7,5,25.06.2024,03.08.2024,39,42,Клиент,Северный,Елена,Нет,,Нет,0.3,0.911,0,0.335,2.94,-0.00585,0
641,Ученик_641,11,01.05.2014,79901903067,student641@example.com,Дмитрий,Реклама,28.10.2024,3,2,29.10.2024,30.11.2024,32,33,Клиент,Северный,,Нет,,Нет,0.927,0.816,0,0.0,4.82,-0.00208,0
642,Ученик_642,14,28.04.2011,79706443412,student642@example.com,Анна,Реклама,14.07.2025,8,8,21.07.2025,23.08.2025,33,40,Клиент,Северный,,Да,vk.com/id123,Да,0.566,0.925,0,0.205,1.43,-0.01458,1
643,Ученик_643,10,26.01.2016,79959476868,student643@example.com,Анна,Давно знаю,09.09.2024,9,7,16.09.2024,14.12.2024,89,96,Клиент,Южный,Елена,Нет,,Нет,0.3,0.867,0,0.32,2.88,0.01055,0
644,Ученик_644,13,31.08.2012,79413084285,student644@example.com,Анна,Друг,05.01.2025,9,8,06.01.2025,09.03.2025,62,63,Клиент,Северный,Елена,Нет,,Нет,0.654,0.883,0,0.202,3.8,-0.00523,0
645,Ученик_645,10,31.08.2015,79994891007,student645@example.com,Юлиана,Друг,26.12.2024,5,5,07.01.2025,24.02.2025,48,60,Клиент,Южный,Елена,Да,,Да,0.874,0.916,0,0.0,2.07,-0.04262,1
646,Ученик_646,13,19.03.2013,79152565264,student646@example.com,Дмитрий,Давно знаю,11.04.2025,9,4,19.04.2025,09.06.2025,51,59,Бывший клиент,Южный,Елена,Да,,Нет,0.096,0.542,1,1.0,2.5,-0.00441,0
647,Ученик_647,17,14.11.2008,79677169078,student647@example.com,Юлиана,Соцсети,11.11.2025,5,3,23.11.2025,30.12.2025,37,49,Клиент,Южный,Елена,Да,vk.com/id123,Да,0.3,0.826,0,0.34,3.42,0.00806,0
648,Ученик_648,12,28.04.2013,79503444049,student648@example.com,Ольга,Давно знаю,24.09.2025,4,4,25.09.2025,01.11.2025,37,38,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.7,0.856,0,0.25,4.17,0.00092,0
649,Ученик_649,10,08.08.2015,79179860527,student649@example.com,Ольга,Друг,12.04.2024,10,6,20.04.2024,08.07.2024,79,87,Бывший клиент,Основной,Елена,Нет,,Нет,0.09,0.662,1,0.971,2.82,-0.00828,0
650,Ученик_650,13,04.06.2012,79615103737,student650@example.com,Ольга,Сайт,12.01.2025,10,8,17.01.2025,26.03.2025,68,73,Клиент,Основной,,Нет,vk.com/id123,Нет,0.3,0.87,0,0.224,3.03,-0.00237,0
651,Ученик_651,13,07.11.2012,79914232378,student651@example.com,Юлиана,Друг,12.02.2026,4,4,22.02.2026,03.05.2026,70,80,Клиент,Северный,,Да,vk.com/id123,Нет,0.944,0.822,0,0.0,3.85,-0.00309,0
652,Ученик_652,14,26.05.2011,79977246245,student652@example.com,Ольга,Сайт,13.06.2025,6,5,14.06.2025,13.08.2025,60,61,Клиент,Южный,Елена,Да,vk.com/id123,Нет,0.3,0.811,0,0.384,1.42,-0.02001,1
653,Ученик_653,13,03.05.2012,79520677295,student653@example.com,Ольга,Соцсети,29.07.2024,5,4,30.07.2024,28.09.2024,60,61,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.3,0.716,0,0.394,3.67,0.00284,0
654,Ученик_654,10,19.03.2016,79827176115,student654@example.com,Юлиана,Сайт,05.09.2024,7,6,15.09.2024,30.10.2024,45,55,Клиент,Северный,Елена,Да,,Да,0.662,0.868,0,0.276,4.2,-0.22857,0
655,Ученик_655,13,23.08.2012,79689622604,student655@example.com,Анна,Реклама,24.02.2026,5,4,26.02.2026,25.05.2026,88,90,Клиент,Северный,Елена,Нет,vk.com/id123,Нет,0.438,0.905,0,0.183,2.63,-0.00375,0
656,Ученик_656,13,05.02.2013,79511386978,student656@example.com,Анна,Давно знаю,19.10.2025,9,9,22.10.2025,17.01.2026,87,90,Клиент,Южный,Елена,Нет,,Нет,0.982,0.977,0,0.0,4.76,0.00105,0
657,Ученик_657,10,07.07.2015,79281991615,student657@example.com,Дмитрий,Реклама,25.10.2024,7,6,31.10.2024,09.01.2025,70,76,Клиент,Основной,Елена,Нет,,Нет,0.3,0.901,0,0.246,2.42,0.00612,1
658,Ученик_658,10,26.08.2015,79728526750,student658@example.com,Ольга,Давно знаю,16.05.2024,6,4,21.05.2024,16.07.2024,56,61,Клиент,Северный,Елена,Нет,,Нет,0.32,0.879,0,0.262,2.87,-0.00252,0
659,Ученик_659,17,22.04.2008,79655503884,student659@example.com,Юлиана,Давно знаю,19.08.2024,3,1,27.08.2024,08.11.2024,73,81,Клиент,Южный,Елена,Нет,,Нет,0.7,0.83,0,0.195,3.45,0.0211,0
660,Ученик_660,15,17.10.2010,79495111580,student660@example.com,Ольга,Сайт,28.08.2024,6,5,30.08.2024,22.11.2024,84,86,Клиент,Южный,Елена,Нет,,Нет,0.369,0.826,0,0.318,2.6,0.04,0
661,Ученик_661,10,26.04.2015,79722415501,student661@example.com,Анна,Друг,19.06.2025,9,6,27.06.2025,14.09.2025,79,87,Клиент,Основной,Елена,Да,,Нет,0.451,0.777,0,0.35,2.45,-0.00073,1
662,Ученик_662,17,31.03.2009,79235596484,student662@example.com,Юлиана,Соцсети,23.06.2025,5,1,30.06.2025,21.08.2025,52,59,Бывший клиент,Южный,Елена,Нет,,Нет,0.257,0.617,1,0.956,2.6,0.00513,0
663,Ученик_663,12,28.12.2013,79760289849,student663@example.com,Юлиана,Давно знаю,17.12.2025,3,3,30.12.2025,16.03.2026,76,89,Клиент,Основной,Елена,Да,vk.com/id123,Нет,0.7,0.76,0,0.301,1.36,-0.00896,1
664,Ученик_664,14,01.06.2011,79272017183,student664@example.com,Дмитрий,Реклама,15.07.2025,10,10,18.07.2025,14.09.2025,58,61,Клиент,Северный,Елена,Да,vk.com/id123,Нет,0.344,0.823,0,0.232,1.59,-0.01105,1
665,Ученик_665,17,27.02.2009,79173909699,student665@example.com,Ольга,Соцсети,08.10.2025,10,7,11.10.2025,15.12.2025,65,68,Клиент,Основной,Елена,Нет,,Нет,0.828,0.882,0,0.0,4.5,-0.00108,0
666,Ученик_666,17,06.03.2009,79191050332,student666@example.com,Дмитрий,Соцсети,02.11.2024,5,3,06.11.2024,24.12.2024,48,52,Клиент,Северный,Елена,Да,,Да,0.387,0.749,0,0.387,2.0,-0.0129,1
667,Ученик_667,12,24.12.2013,79154482024,student667@example.com,Дмитрий,Друг,18.06.2024,5,3,23.06.2024,14.08.2024,52,57,Клиент,Южный,,Нет,vk.com/id123,Нет,0.684,0.813,0,0.239,2.15,-0.01771,1
668,Ученик_668,12,15.12.2013,79037431602,student668@example.com,Юлиана,Друг,02.09.2025,10,6,05.09.2025,16.11.2025,72,75,Клиент,Основной,Елена,Нет,vk.com/id123,Нет,0.419,0.837,0,0.245,3.2,-0.00457,0
669,Ученик_669,12,28.11.2013,79713615080,student669@example.com,Юлиана,Соцсети,10.07.2024,6,5,21.07.2024,07.09.2024,48,59,Клиент,Северный,Елена,Да,vk.com/id123,Нет,0.317,0.879,0,0.26,1.8,-0.0139,1
670,Ученик_670,10,12.04.2015,79468213353,student670@example.com,Дмитрий,Сайт,28.10.2024,3,1,10.11.2024,11.12.2024,31,44,Клиент,Северный,Елена,Нет,,Нет,0.451,0.769,0,0.344,1.3,-0.00444,1
671,Ученик_671,14,01.03.2012,79609073484,student671@example.com,Анна,Друг,24.03.2025,5,5,06.04.2025,23.05.2025,47,60,Клиент,Южный,,Нет,vk.com/id123,Нет,0.7,0.95,0,0.119,4.16,-0.00549,0
672,Ученик_672,11,04.10.2014,79086389815,student672@example.com,Ольга,Сайт,12.08.2024,10,9,19.08.2024,04.10.2024,46,53,Бывший клиент,Северный,Елена,Да,,Да,0.246,0.834,1,0.816,3.65,-0.00417,0
673,Ученик_673,10,08.11.2015,79320909585,student673@example.com,Анна,Реклама,10.02.2026,6,6,11.02.2026,10.04.2026,58,59,Клиент,Южный,Елена,Нет,vk.com/id123,Нет,0.827,0.827,0,0.0,4.41,0.00114,0
